Curso;Nº do Tópico;Tópico;Foco Principal;Áreas de Aplicação;CHA
Mídias Sociais;10;Crises e reputação online;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Mídias sociais;1;Parte 1 Links nas Postagens do Facebook;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Mídias sociais;2;Links nas Postagens do Facebook;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Mídias sociais;3;Parte 1;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Mídias sociais;4;Parte 2;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Mídias sociais;5;Parte 2 Fluxo de caixa indireto;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;1;Segurança em instalações e serviços em eletricidade;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;2;10 Parte 01 NR;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;3;Riscos em eletricidade;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;4;10 Parte 02 NR;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;5;Medidas de controle;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;6;10 Parte 03 NR;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;7;Responsabilidades;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;8;10 Parte 04;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;9;Normas técnicas;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;10;Rotinas de trabalho;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;11;Equipamentos de proteção;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;12;Procedimentos;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;13;Procedimentos de trabalho;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;14;10 Parte 01;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;15;Primeiros socorros em acidentes elétricos;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;16;10 Parte 02;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;17;Documentação necessária;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;18;10 Parte 03;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;19;Exercícios e avaliações;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-10;20;NR-33;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;1;Espaços confinados;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;2;Reconhecimento e avaliação de riscos;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;3;Controle de riscos;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;4;Procedimentos de entrada e saída;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;5;Equipamentos de proteção;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;6;Resgate e salvamento;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;7;Permissão de trabalho;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;8;Treinamento e capacitação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;9;Monitoramento e medição;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-33;10;Casos e acidentes;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;1;Condições e meio ambiente de trabalho na indústria da construção e reparação naval;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;2;Planejamento e organização;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;3;Higiene e segurança;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;4;Equipamentos e ferramentas;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;5;Procedimentos operacionais;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;6;Treinamento e capacitação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;7;Saúde ocupacional;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;8;Responsabilidades;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;9;Fiscalização;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-34;10;Documentação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;1;Trabalho em altura;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;2;Riscos potenciais;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;3;Equipamentos de proteção individual;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;4;Procedimentos de segurança;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;5;Plano de emergência;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;6;Treinamento e capacitação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;7;Análise de riscos;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;8;Normas e legislação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;9;Técnicas de resgate;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
NR-35;10;Sinalização e comunicação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;1;Funções do operador de caixa;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;2;Abertura e fechamento de caixa;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;3;Uso de equipamentos e sistemas;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;4;Meios de pagamento;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;5;Conferência e troco;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;6;Controle de sangrias e suprimentos;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;7;Atendimento ao cliente;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;8;Segurança e prevenção de perdas;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;9;Relatórios de vendas;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Caixa;10;Comportamento profissional;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;1;Tipos de empilhadeira;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;2;Componentes e funcionamento;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;3;Pré-operacional;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;4;Operação e direção;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;5;Estabilidade e capacidade;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;6;Sinalização e comunicação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;7;Manutenção básica;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;8;Segurança na operação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;9;Carga e descarga;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Empilhadeira;10;Prática de operação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;1;História do podcast;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;2;Planejamento de conteúdo;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;3;Equipamentos necessários;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;4;Software de gravação;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;5;Edição de áudio;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;6;Publicação em plataformas;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;7;Marketing para podcasts;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;8;Monetização de podcasts;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;9;Direitos autorais e licenças;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Operador de Podcast;10;Tendências no podcasting;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;1;Conceitos de oratória;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;2;Estrutura do discurso;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;3;Expressão vocal;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;4;Linguagem corporal;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;5;Técnicas de improviso;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;6;Uso de recursos visuais;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;7;Como lidar com o nervosismo;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;8;Persuasão e storytelling;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;9;Prática de apresentações;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
Oratória;10;Feedback e aprimoramento;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;1;Introdução ao PHP;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;2;Usuário) Projeto (Parte 2;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;3;Sintaxe e variáveis;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;4;Galeria) Projeto (Parte 3;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
PHP: Do Básico ao Avançado;5;Estruturas de decisão e repetição;Capacitação prática orientada ao mercado de trabalho.;Empregabilidade, serviços, comércio, educação.;Conhecimentos: conceitos fundamentais da área, ferramentas básicas. Habilidades: execução de tarefas, comunicação, organização. Atitudes: proatividade, ética, aprendizado contínuo.
